id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language,Unnamed: 0,gender,age,hhi,ethnicity,race,f01_how_long_lived_here,f02_housing_status,f03_city_direction,f04_english,f04_spanish,f04_portuguese,f04_chinese,f04_other,f05_num_children,f06_plan_to_move,f07_is_student,f08_car,f08_walk,f08_bike,f08_public,f09_car,f09_walk,f09_bike,f09_public,f10_move_cat1,f10_move_subcat1,f10_move_cat2,f10_move_subcat2,weight
8156,2019,8.0,10.0,9.0,10.0,5.0,1.0,2.0,4.0,4.0,5.0,9.0,10.0,10.0,Male,31.0,White,Yes,Rent,No,8 years,"$200,000 or more",No,2.0,Right direction,7.0,7.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English,765,Male,25 to 34 Years,8.0,non-hispanic,white,8.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,75.06549615815865
8157,2019,7.0,6.0,9.0,9.0,5.0,2.0,,1.0,3.0,5.0,9.0,9.0,9.0,Female,28.0,Black/African American,No,Rent,Yes,6 years,"$25,000 to $49,999",No,7.0,Right direction,9.0,7.0,7.0,To move closer to work + family,Public transit,Public transit,"English, Creole",766,Female,25 to 34 Years,3.0,non-hispanic,aa,6.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Job / school,,Family / Relationship,,61.34702366762876
8158,2019,7.0,7.0,10.0,9.0,3.0,2.0,,3.0,3.0,5.0,7.0,6.0,7.0,Female,34.0,White,No,Own,No,11 years,"$200,000 or more",No,7.0,Right direction,8.0,9.0,8.0,,Public transit,"Walk, Public transit",English,767,Female,25 to 34 Years,8.0,non-hispanic,white,11.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,45.02196139830312
8159,2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,7.0,7.0,Female,55.0,White,No,Own,No,24 years,"$150,000 to 200,000",No,3.0,Right direction,6.0,5.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English,768,Female,55 to 64 Years,7.0,non-hispanic,white,24.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,22.156729579129568
8160,2019,4.0,6.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,Male,53.0,White,Yes,Rent,No,51.5 years,"$75,000 to $99,999",No,3.0,Wrong track,2.0,2.0,2.0,,"Walk, Public transit, Car","Walk, Public transit, Car",English,769,Male,45 to 54 Years,5.0,non-hispanic,white,51.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,70.94650184908849
8161,2019,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0,Female,90.0,White,No,Own,No,64 years,,No,3.0,Not sure,10.0,10.0,10.0,,Car,Car,English,770,Female,75 Years & Over,,non-hispanic,white,64.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0
8162,2019,1.0,7.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,9.0,9.0,Female,64.0,White,No,Own,Yes,64 years,,No,4.0,Wrong track,1.0,1.0,9.0,"Too congested, traffic is horrific",Public transit,"Public transit, Car",English,771,Female,55 to 64 Years,,non-hispanic,white,64.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Atmosphere,Traffic / bikes,,,15.091759013431446
8163,2019,7.0,8.0,7.0,7.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,Female,40.0,White,Yes,Rent,Yes,10 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,4.0,6.0,Cost of housing/space,Car,"Walk, Car","English, Slovak",772,Female,35 to 44 Years,7.0,non-hispanic,white,10.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Cost,Housing,,,29.458334609797493
8164,2019,,,,,,,,,,,,,,Female,46.0,White,Yes,Rent,No,9 years,"$25,000 to $49,999",No,1.0,Right direction,,,,,Car,Car,Portuguese,773,Female,45 to 54 Years,3.0,non-hispanic,white,9.0,Rent,right,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,45.98226379568499
8165,2019,7.0,8.0,8.0,8.0,5.0,1.0,,5.0,3.0,5.0,9.0,8.0,8.0,Female,33.0,White,No,Rent,No,2 years,"$75,000 to $99,999",Yes,6.0,Right direction,6.0,9.0,8.0,,Car,"Walk, Public transit, Car",English,774,Female,25 to 34 Years,5.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,56.26772696117672
8166,2019,10.0,10.0,10.0,10.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,6.0,10.0,Female,83.0,White,No,Own,No,60 years,"$10,000 to $24,999",No,2.0,Not sure,7.0,10.0,6.0,,"Walk, Car","Walk, Car",English,775,Female,75 Years & Over,2.0,non-hispanic,white,60.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,39.51449694970123
8167,2019,6.0,10.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,Female,21.0,White,No,Rent,Yes,3 years,"Less than $10,000",Yes,6.0,Right direction,5.0,1.0,2.0,Finishing studies,"Walk, Public transit","Walk, Public transit",English,776,Female,18 to 24 Years,1.0,non-hispanic,white,3.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Job / school,,,,225.90672016309216
8168,2019,8.0,7.0,8.0,7.0,5.0,3.0,4.0,4.0,3.0,4.0,9.0,8.0,6.0,Female,25.0,White,No,Rent,No,Less than 1 year,"$75,000 to $99,999",No,3.0,Right direction,4.0,6.0,8.0,,Car,"Walk, Bike, Public transit, Car",English,777,Female,25 to 34 Years,5.0,non-hispanic,white,0.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,56.26772696117672
8169,2019,8.0,8.0,8.0,8.0,3.0,2.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,Female,30.0,White,No,Rent,No,5 years,"$25,000 to $49,999",No,5.0,Not sure,4.0,9.0,9.0,,Public transit,"Walk, Public transit, Car",English,778,Female,25 to 34 Years,3.0,non-hispanic,white,5.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,61.34702366762876
8170,2019,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,2.0,Female,60.0,White,Yes,Rent,No,,,No,4.0,Right direction,10.0,10.0,9.0,,Walk,Walk,English,779,Female,55 to 64 Years,,non-hispanic,white,,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,62.29468700248586
8171,2019,9.0,10.0,9.0,8.0,5.0,1.0,3.0,5.0,3.0,5.0,10.0,6.0,9.0,Male,51.0,White,No,Own,No,14 years,"$150,000 to 200,000",No,6.0,Right direction,8.0,9.0,9.0,,Walk,"Walk, Bike, Public transit, Car","English, Japanese",780,Male,45 to 54 Years,7.0,non-hispanic,white,14.0,Own,right,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,66.765706851913
8172,2019,10.0,10.0,10.0,10.0,5.0,4.0,,4.0,4.0,5.0,10.0,10.0,10.0,Female,30.0,Asian,No,Rent,Yes,1 year,"$150,000 to 200,000",No,1.0,Right direction,9.0,8.0,9.0,Home ownership is too expensive,Public transit,"Walk, Bike, Public transit, Car",English,781,Female,25 to 34 Years,7.0,non-hispanic,asian,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Cost,Housing,,,52.08693196400122
8173,2019,9.0,9.0,8.0,8.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,Female,80.0,White,No,Own,No,60 years,,No,1.0,Not sure,9.0,9.0,9.0,,"Walk, Car","Walk, Car",English,782,Female,75 Years & Over,,non-hispanic,white,60.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0
8174,2019,8.0,9.0,8.0,10.0,4.0,2.0,,5.0,4.0,5.0,9.0,9.0,9.0,Male,28.0,Hispanic/Latino,No,Rent,No,7 months,"$50,000 to 74,999",No,2.0,Right direction,9.0,7.0,9.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English,783,Male,25 to 34 Years,4.0,hispanic,,0.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,73.31579154673922
8175,2019,9.0,10.0,8.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,8.0,9.0,9.0,Female,65.0,White,No,Own,No,65 years,"$50,000 to 74,999",No,3.0,Wrong track,6.0,10.0,9.0,,Car,"Walk, Bike, Car",English,784,Female,65 to 74 Years,4.0,non-hispanic,white,65.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,0.0
8176,2019,9.0,8.0,10.0,10.0,5.0,1.0,,4.0,1.0,4.0,10.0,1.0,5.0,Male,38.0,White,No,Own,No,7 years,"$75,000 to $99,999",No,3.0,Right direction,3.0,3.0,9.0,,Car,"Walk, Bike, Car",English,785,Male,35 to 44 Years,5.0,non-hispanic,white,7.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,63.68266436682848
8177,2019,6.0,8.0,8.0,9.0,5.0,2.0,4.0,5.0,3.0,3.0,9.0,9.0,9.0,Female,50.0,White,Yes,Own,No,14 years,"$200,000 or more",No,6.0,Not sure,4.0,10.0,9.0,,Car,"Walk, Public transit, Car",English,786,Female,45 to 54 Years,8.0,non-hispanic,white,14.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,29.65720152635937
8178,2019,8.0,6.0,7.0,8.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,6.0,8.0,Female,65.0,White,No,Rent,No,20 years,"$25,000 to $49,999",No,2.0,Right direction,8.0,5.0,7.0,,Bike,"Walk, Bike",English,787,Female,65 to 74 Years,3.0,non-hispanic,white,20.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,16.696060354262762
8179,2019,9.0,7.0,8.0,8.0,3.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,Female,29.0,Asian,No,Rent,Yes,6 years,"$75,000 to $99,999",No,4.0,Right direction,8.0,8.0,6.0,Leaving state maybe,Car,"Walk, Public transit, Car",Nepali,788,Female,25 to 34 Years,5.0,non-hispanic,asian,6.0,Rent,right,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Other,,,,56.26772696117672
8180,2019,10.0,6.0,9.0,9.0,5.0,2.0,4.0,4.0,2.0,3.0,9.0,8.0,9.0,Male,72.0,White,No,Own,No,44 years,"$25,000 to $49,999",No,2.0,Right direction,8.0,,6.0,,Car,Car,,789,Male,65 to 74 Years,3.0,non-hispanic,white,44.0,Own,right,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,46.73959511411833
8181,2019,10.0,8.0,10.0,10.0,4.0,1.0,,5.0,4.0,5.0,10.0,10.0,10.0,Female,34.0,White,No,Rent,Yes,2 years,"$150,000 to 200,000",No,5.0,Right direction,10.0,10.0,10.0,Looking to buy + probably can't afford Somerville,Car,"Walk, Public transit, Car",English,790,Female,25 to 34 Years,7.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,Housing,,,52.08693196400122
8182,2019,,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,4.0,7.0,10.0,10.0,Female,60.0,,No,Rent,No,22 years,"Less than $10,000",No,1.0,Right direction,10.0,10.0,10.0,,Car,Car,Portuguese,791,Female,55 to 64 Years,1.0,,,22.0,Rent,right,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,37.67256197911503
8183,2019,10.0,10.0,10.0,10.0,,,,,,,10.0,10.0,10.0,Female,44.0,Black/African American,Yes,Rent,No,7 years,,No,7.0,Right direction,10.0,2.0,1.0,,Public transit,Public transit,Creole,792,Female,35 to 44 Years,,non-hispanic,aa,7.0,Rent,right,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,20.643659432679907
8184,2019,9.0,9.0,9.0,9.0,5.0,2.0,4.0,5.0,4.0,4.0,8.0,6.0,6.0,Female,45.0,White,No,Own,Yes,15 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,4.0,9.0,Need larger space,"Walk, Car","Walk, Public transit, Car",English,793,Female,45 to 54 Years,7.0,non-hispanic,white,15.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Other,Housing,,,36.72217209205749
8185,2019,9.0,9.0,9.0,9.0,5.0,1.0,,,3.0,5.0,10.0,9.0,9.0,Male,30.0,White,No,Rent,No,6 years,"$50,000 to 74,999",No,2.0,Right direction,8.0,8.0,8.0,,Bike,"Walk, Bike, Public transit",English,794,Male,25 to 34 Years,4.0,non-hispanic,white,6.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,73.31579154673922
8186,2019,8.0,8.0,9.0,8.0,4.0,3.0,3.0,4.0,4.0,5.0,9.0,5.0,8.0,Female,37.0,White,Yes,Own,No,5 years,"$100,000 to $149,999",No,5.0,Right direction,7.0,6.0,8.0,,Car,"Walk, Car",English,795,Female,35 to 44 Years,6.0,non-hispanic,white,5.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,31.432129797609843
8187,2019,8.0,8.0,9.0,9.0,4.0,1.0,4.0,3.0,3.0,4.0,7.0,7.0,7.0,Male,40.0,White,Yes,Own,No,25 years,"$150,000 to 200,000",No,7.0,Right direction,3.0,7.0,7.0,,Public transit,"Walk, Bike, Public transit, Car",English,796,Male,35 to 44 Years,7.0,non-hispanic,white,25.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,59.501869369653015
8188,2019,,,,,,,,,,,,,,Female,59.0,Black/African American,No,Rent,No,17 years,"$10,000 to $24,999",No,1.0,Not sure,,,,,Car,Car,English,797,Female,55 to 64 Years,2.0,non-hispanic,aa,17.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,62.29468700248586
8189,2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,Female,57.0,White,Yes,Rent,No,10 years,"Less than $10,000",No,4.0,Right direction,9.0,9.0,9.0,,Public transit,Walk,English,798,Female,55 to 64 Years,1.0,non-hispanic,white,10.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,37.67256197911503
8190,2019,1.0,10.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,6.0,1.0,6.0,Male,62.0,Italian,No,Rent,No,8 years,"Less than $10,000",No,4.0,Not sure,7.0,6.0,1.0,,Car,Car,"English, Italian",799,Male,55 to 64 Years,1.0,non-hispanic,,8.0,Rent,unsure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,67.71609673897053
8191,2019,9.0,8.0,9.0,9.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,Male,40.0,White,No,Own,No,5 years,"$100,000 to $149,999",No,6.0,Right direction,7.0,9.0,10.0,,"Walk, Public transit","Walk, Public transit",English,800,Male,35 to 44 Years,6.0,non-hispanic,white,5.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,61.47566455746538
8192,2019,8.0,9.0,9.0,9.0,3.0,4.0,3.0,3.0,5.0,5.0,10.0,8.0,7.0,Female,24.0,White,No,Rent,,2 years,"$150,000 to 200,000",No,3.0,Not sure,8.0,10.0,7.0,,Walk,"Walk, Public transit, Car",English,801,Female,18 to 24 Years,7.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,210.39088776310672
8193,2019,10.0,10.0,10.0,10.0,,,,,,,10.0,9.0,9.0,Male,86.0,White,No,Own,No,62 years,,No,3.0,Not sure,10.0,10.0,10.0,,Car,Car,"English, Italian",802,Male,75 Years & Over,,non-hispanic,white,62.0,Own,unsure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,69.5580317095568
8194,2019,1.0,9.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,Female,64.0,White,No,Rent,Yes,64 years,,No,4.0,Wrong track,8.0,1.0,3.0,Som sucks,Car,Car,English,803,Female,55 to 64 Years,,non-hispanic,white,64.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,,,,15.091759013431446
8195,2019,4.0,9.0,9.0,10.0,4.0,1.0,5.0,3.0,3.0,4.0,9.0,7.0,10.0,Male,32.0,Asian,No,Rent,No,,"$100,000 to $149,999",No,6.0,Right direction,9.0,9.0,7.0,,Public transit,Public transit,English,804,Male,25 to 34 Years,6.0,non-hispanic,asian,,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,84.10426191166913
8196,2019,10.0,9.0,8.0,6.0,3.0,3.0,3.0,3.0,4.0,5.0,9.0,8.0,8.0,Male,31.0,Middle Eastern,No,Own,No,6 years,"$100,000 to $149,999",No,1.0,Right direction,8.0,9.0,9.0,,Car,"Walk, Public transit, Car",English,805,Male,25 to 34 Years,6.0,non-hispanic,other,6.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,84.10426191166913
8197,2019,8.0,9.0,9.0,9.0,4.0,2.0,3.0,4.0,3.0,5.0,9.0,7.0,8.0,Female,42.0,White,Yes,Own,No,19 years,"$150,000 to 200,000",No,4.0,Not sure,8.0,9.0,8.0,,Car,"Walk, Public transit, Car",English,806,Female,35 to 44 Years,7.0,non-hispanic,white,19.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,29.458334609797493
8198,2019,8.0,8.0,10.0,10.0,2.0,1.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,Male,44.0,White,No,Own,No,12 years,"$150,000 to 200,000",No,4.0,Right direction,10.0,10.0,9.0,,Public transit,"Walk, Public transit, Car",English,807,Male,35 to 44 Years,7.0,non-hispanic,white,12.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,59.501869369653015
8199,2019,6.0,8.0,6.0,6.0,,,,,,,6.0,8.0,6.0,Male,84.0,White,No,Rent,No,2 days,"$25,000 to $49,999",No,1.0,Not sure,6.0,6.0,8.0,,"Walk, Public transit",Public transit,English,808,Male,75 Years & Over,3.0,non-hispanic,white,0.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,38.68016598982807
8200,2019,4.0,4.0,6.0,7.0,3.0,1.0,3.0,4.0,4.0,4.0,8.0,9.0,9.0,Male,31.0,White,No,Rent,No,6 years,"$25,000 to $49,999",No,7.0,Wrong track,8.0,6.0,7.0,,Bike,"Walk, Public transit",English,809,Male,25 to 34 Years,3.0,non-hispanic,white,6.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,91.39055842748436
8201,2019,10.0,10.0,8.0,8.0,3.0,3.0,2.0,1.0,1.0,4.0,9.0,4.0,8.0,Female,53.0,White,No,Own,No,26 years,"$200,000 or more",No,6.0,Not sure,9.0,10.0,10.0,,Bike,"Bike, Car",English,810,Female,45 to 54 Years,8.0,non-hispanic,white,26.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,29.65720152635937
8202,2019,7.0,7.0,7.0,8.0,4.0,2.0,3.0,3.0,2.0,4.0,9.0,3.0,3.0,Male,54.0,White,No,Own,No,26 years,"$200,000 or more",No,6.0,Right direction,5.0,9.0,9.0,,Bike,"Walk, Bike, Public transit, Car","English, French",811,Male,45 to 54 Years,8.0,non-hispanic,white,26.0,Own,right,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,59.70073628621488
8203,2019,9.0,9.0,9.0,9.0,5.0,2.0,4.0,3.0,4.0,5.0,10.0,10.0,10.0,Female,32.0,White,No,Rent,Yes,9 years,"$200,000 or more",No,6.0,Right direction,9.0,9.0,9.0,Can't afford to buy home,Public transit,"Walk, Public transit, Car",English,812,Female,25 to 34 Years,8.0,non-hispanic,white,9.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Cost,Housing,,,45.02196139830312
8204,2019,9.0,7.0,7.0,7.0,5.0,2.0,5.0,5.0,1.0,5.0,8.0,6.0,7.0,Female,30.0,White,No,Rent,Yes,7 months,"$50,000 to 74,999",No,7.0,Not sure,7.0,9.0,7.0,It's getting too expensive,Car,"Walk, Public transit, Car",English,813,Female,25 to 34 Years,4.0,non-hispanic,white,0.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,General,,,43.27225678688361
8205,2019,10.0,10.0,10.0,10.0,5.0,3.0,3.0,5.0,4.0,5.0,10.0,8.0,10.0,Female,48.0,White,Yes,Own,No,15 years,"$100,000 to $149,999",No,5.0,Right direction,9.0,7.0,8.0,,Car,"Walk, Public transit, Car",English,814,Female,45 to 54 Years,6.0,non-hispanic,white,15.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,38.69596727986983
8206,2019,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,6.0,5.0,6.0,Male,23.0,White,No,,,1 year,,No,3.0,Not sure,5.0,4.0,7.0,,Bike,Walk,,815,Male,18 to 24 Years,,non-hispanic,white,1.0,Other,unsure,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,231.6197473458446
8207,2019,8.0,8.0,9.0,9.0,5.0,3.0,4.0,4.0,4.0,5.0,7.0,9.0,9.0,Female,30.0,White,No,Rent,No,1.5 years,"$100,000 to $149,999",No,7.0,Right direction,8.0,8.0,9.0,,Car,"Walk, Public transit, Car",English,816,Female,25 to 34 Years,6.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,54.0607271518136
8208,2019,7.0,7.0,9.0,9.0,5.0,1.0,3.0,4.0,3.0,5.0,10.0,10.0,10.0,Male,33.0,White,No,Rent,No,28 years,"$10,000 to $24,999",No,6.0,Not sure,9.0,9.0,8.0,,Walk,"Walk, Public transit, Car",English,817,Male,25 to 34 Years,2.0,non-hispanic,white,28.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,122.26842414721308
8209,2019,9.0,9.0,7.0,7.0,5.0,1.0,3.0,2.0,1.0,3.0,9.0,7.0,7.0,Female,29.0,White,No,Rent,Yes,2 years,"$25,000 to $49,999",Yes,3.0,Right direction,3.0,3.0,5.0,"Cost, be closer to work",Car,"Walk, Bike, Public transit, Car",English,818,Female,25 to 34 Years,3.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Cost,General,Job / school,,61.34702366762876
8210,2019,9.0,10.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,4.0,3.0,2.0,3.0,Male,34.0,White,No,Own,No,1 year,"$150,000 to 200,000",No,1.0,Right direction,3.0,3.0,8.0,,Car,"Walk, Public transit, Car",English,819,Male,25 to 34 Years,7.0,non-hispanic,white,1.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,82.13046672385674
